period,fueltypeid,fuelTypeDescription,generation,generation-units,year,month
2007-05-01,HYC,conventional hydroelectric,26046.97643,thousand megawatthours,2007,5
2007-04-01,COL,"coal, excluding waste coal",145203.58924,thousand megawatthours,2007,4
2007-04-01,HYC,conventional hydroelectric,23890.58301,thousand megawatthours,2007,4
2007-04-01,ALL,all fuels,303129.0636,thousand megawatthours,2007,4
2007-04-01,WND,wind,3171.70315,thousand megawatthours,2007,4
2007-04-01,SUN,solar,54.46434,thousand megawatthours,2007,4
2007-04-01,NUC,nuclear,57301.424,thousand megawatthours,2007,4
2007-04-01,NG,natural gas,60152.84758,thousand megawatthours,2007,4
2007-03-01,ALL,all fuels,320471.24253,thousand megawatthours,2007,3
2007-03-01,COL,"coal, excluding waste coal",158626.77218,thousand megawatthours,2007,3
2007-03-01,WND,wind,3047.09243,thousand megawatthours,2007,3
2007-03-01,SUN,solar,48.48795,thousand megawatthours,2007,3
2007-03-01,NUC,nuclear,64305.153,thousand megawatthours,2007,3
2007-03-01,NG,natural gas,56203.82094,thousand megawatthours,2007,3
2007-03-01,HYC,conventional hydroelectric,24163.45595,thousand megawatthours,2007,3
2007-02-01,SUN,solar,19.24445,thousand megawatthours,2007,2
2007-02-01,HYC,conventional hydroelectric,18566.63325,thousand megawatthours,2007,2
2007-02-01,ALL,all fuels,323230.39483,thousand megawatthours,2007,2
2007-02-01,WND,wind,2519.79285,thousand megawatthours,2007,2
2007-02-01,NUC,nuclear,65224.794,thousand megawatthours,2007,2
2007-02-01,NG,natural gas,57622.07125,thousand megawatthours,2007,2
2007-02-01,COL,"coal, excluding waste coal",162633.76327,thousand megawatthours,2007,2
2007-01-01,COL,"coal, excluding waste coal",174845.2796,thousand megawatthours,2007,1
2007-01-01,SUN,solar,12.84165,thousand megawatthours,2007,1
2007-01-01,HYC,conventional hydroelectric,26044.71053,thousand megawatthours,2007,1
2007-01-01,ALL,all fuels,353531.09477,thousand megawatthours,2007,1
2007-01-01,WND,wind,2452.31464,thousand megawatthours,2007,1
2007-01-01,NUC,nuclear,74006.184,thousand megawatthours,2007,1
2007-01-01,NG,natural gas,61474.53193,thousand megawatthours,2007,1
2006-12-01,HYC,conventional hydroelectric,21595.95122,thousand megawatthours,2006,12
2006-12-01,WND,wind,2471.68958,thousand megawatthours,2006,12
2006-12-01,SUN,solar,2.71328,thousand megawatthours,2006,12
2006-12-01,NUC,nuclear,70489.681,thousand megawatthours,2006,12
2006-12-01,NG,natural gas,56128.18599,thousand megawatthours,2006,12
2006-12-01,COL,"coal, excluding waste coal",172337.69658,thousand megawatthours,2006,12
2006-12-01,ALL,all fuels,336283.2459,thousand megawatthours,2006,12
2006-11-01,ALL,all fuels,309158.82642,thousand megawatthours,2006,11
2006-11-01,WND,wind,2540.48864,thousand megawatthours,2006,11
2006-11-01,SUN,solar,15.68648,thousand megawatthours,2006,11
2006-11-01,NUC,nuclear,61392.321,thousand megawatthours,2006,11
2006-11-01,NG,natural gas,53439.69272,thousand megawatthours,2006,11
2006-11-01,COL,"coal, excluding waste coal",158284.14854,thousand megawatthours,2006,11
2006-11-01,HYC,conventional hydroelectric,20271.72257,thousand megawatthours,2006,11
2006-10-01,COL,"coal, excluding waste coal",160190.58585,thousand megawatthours,2006,10
2006-10-01,WND,wind,2442.12988,thousand megawatthours,2006,10
2006-10-01,NUC,nuclear,57509.306,thousand megawatthours,2006,10
2006-10-01,ALL,all fuels,321567.09131,thousand megawatthours,2006,10
2006-10-01,SUN,solar,32.28346,thousand megawatthours,2006,10
2006-10-01,NG,natural gas,70640.03895,thousand megawatthours,2006,10
2006-10-01,HYC,conventional hydroelectric,17055.17699,thousand megawatthours,2006,10
2006-09-01,WND,wind,1879.14378,thousand megawatthours,2006,9
2006-09-01,SUN,solar,53.99022,thousand megawatthours,2006,9
2006-09-01,HYC,conventional hydroelectric,17201.46086,thousand megawatthours,2006,9
2006-09-01,COL,"coal, excluding waste coal",160492.64655,thousand megawatthours,2006,9
2006-09-01,ALL,all fuels,332055.32084,thousand megawatthours,2006,9
2006-09-01,NUC,nuclear,66642.327,thousand megawatthours,2006,9
2006-09-01,NG,natural gas,72673.34798,thousand megawatthours,2006,9
2006-08-01,COL,"coal, excluding waste coal",188125.23575,thousand megawatthours,2006,8
2006-08-01,HYC,conventional hydroelectric,21728.3537,thousand megawatthours,2006,8
2006-08-01,ALL,all fuels,407762.53636,thousand megawatthours,2006,8
2006-08-01,WND,wind,1655.18688,thousand megawatthours,2006,8
2006-08-01,SUN,solar,82.99316,thousand megawatthours,2006,8
2006-08-01,NUC,nuclear,72016.095,thousand megawatthours,2006,8
2006-08-01,NG,natural gas,106591.66595,thousand megawatthours,2006,8
2006-07-01,ALL,all fuels,410420.79333,thousand megawatthours,2006,7
2006-07-01,WND,wind,1955.06423,thousand megawatthours,2006,7
2006-07-01,SUN,solar,61.65591,thousand megawatthours,2006,7
2006-07-01,COL,"coal, excluding waste coal",186552.22817,thousand megawatthours,2006,7
2006-07-01,NUC,nuclear,72186.494,thousand megawatthours,2006,7
2006-07-01,NG,natural gas,108093.51438,thousand megawatthours,2006,7
2006-07-01,HYC,conventional hydroelectric,25439.39237,thousand megawatthours,2006,7
2006-06-01,HYC,conventional hydroelectric,29757.28409,thousand megawatthours,2006,6
2006-06-01,WND,wind,2051.76563,thousand megawatthours,2006,6
2006-06-01,SUN,solar,69.70207,thousand megawatthours,2006,6
2006-06-01,NUC,nuclear,68391.472,thousand megawatthours,2006,6
2006-06-01,NG,natural gas,81060.20993,thousand megawatthours,2006,6
2006-06-01,COL,"coal, excluding waste coal",168523.81489,thousand megawatthours,2006,6
2006-06-01,ALL,all fuels,364259.79756,thousand megawatthours,2006,6
2006-05-01,WND,wind,2458.6826,thousand megawatthours,2006,5
2006-05-01,COL,"coal, excluding waste coal",156036.07314,thousand megawatthours,2006,5
2006-05-01,SUN,solar,70.73512,thousand megawatthours,2006,5
2006-05-01,NUC,nuclear,62775.701,thousand megawatthours,2006,5
2006-05-01,NG,natural gas,65585.60534,thousand megawatthours,2006,5
2006-05-01,HYC,conventional hydroelectric,30818.44294,thousand megawatthours,2006,5
2006-05-01,ALL,all fuels,330615.57003,thousand megawatthours,2006,5
2006-04-01,COL,"coal, excluding waste coal",140334.44475,thousand megawatthours,2006,4
2006-04-01,HYC,conventional hydroelectric,28555.68297,thousand megawatthours,2006,4
2006-04-01,ALL,all fuels,297858.07754,thousand megawatthours,2006,4
2006-04-01,WND,wind,2471.76225,thousand megawatthours,2006,4
2006-04-01,SUN,solar,52.07432,thousand megawatthours,2006,4
2006-04-01,NUC,nuclear,57567.204,thousand megawatthours,2006,4
2006-04-01,NG,natural gas,56090.85628,thousand megawatthours,2006,4
2006-03-01,ALL,all fuels,318729.79961,thousand megawatthours,2006,3
2006-03-01,HYC,conventional hydroelectric,24624.60881,thousand megawatthours,2006,3
2006-03-01,WND,wind,2358.63174,thousand megawatthours,2006,3
2006-03-01,SUN,solar,33.40385,thousand megawatthours,2006,3
2006-03-01,NUC,nuclear,63720.849,thousand megawatthours,2006,3
2006-03-01,NG,natural gas,54921.74189,thousand megawatthours,2006,3
2006-03-01,COL,"coal, excluding waste coal",160153.56238,thousand megawatthours,2006,3
2006-02-01,COL,"coal, excluding waste coal",157579.2663,thousand megawatthours,2006,2
2006-02-01,HYC,conventional hydroelectric,24761.68318,thousand megawatthours,2006,2
2006-02-01,ALL,all fuels,307333.43003,thousand megawatthours,2006,2
2006-02-01,WND,wind,1921.95844,thousand megawatthours,2006,2
2006-02-01,SUN,solar,19.53284,thousand megawatthours,2006,2
2006-02-01,NUC,nuclear,62615.654,thousand megawatthours,2006,2
2006-02-01,NG,natural gas,47408.9894,thousand megawatthours,2006,2
2006-01-01,ALL,all fuels,328657.73849,thousand megawatthours,2006,1
2006-01-01,NG,natural gas,43806.92078,thousand megawatthours,2006,1
2006-01-01,WND,wind,2382.63335,thousand megawatthours,2006,1
2006-01-01,SUN,solar,12.9353,thousand megawatthours,2006,1
2006-01-01,NUC,nuclear,71911.532,thousand megawatthours,2006,1
2006-01-01,HYC,conventional hydroelectric,27436.65597,thousand megawatthours,2006,1
2006-01-01,COL,"coal, excluding waste coal",168008.80428,thousand megawatthours,2006,1
2005-12-01,ALL,all fuels,348101.07055,thousand megawatthours,2005,12
2005-12-01,COL,"coal, excluding waste coal",176768.77488,thousand megawatthours,2005,12
2005-12-01,WND,wind,1827.81389,thousand megawatthours,2005,12
2005-12-01,SUN,solar,2.79342,thousand megawatthours,2005,12
2005-12-01,NG,natural gas,53992.60122,thousand megawatthours,2005,12
2005-12-01,HYC,conventional hydroelectric,22141.15675,thousand megawatthours,2005,12
2005-12-01,NUC,nuclear,71735.067,thousand megawatthours,2005,12
2005-11-01,NG,natural gas,49440.22594,thousand megawatthours,2005,11
2005-11-01,COL,"coal, excluding waste coal",157966.11657,thousand megawatthours,2005,11
2005-11-01,ALL,all fuels,306115.23623,thousand megawatthours,2005,11
2005-11-01,SUN,solar,12.7552,thousand megawatthours,2005,11
2005-11-01,HYC,conventional hydroelectric,19352.66779,thousand megawatthours,2005,11
2005-11-01,WND,wind,1609.69148,thousand megawatthours,2005,11
2005-11-01,NUC,nuclear,62912.709,thousand megawatthours,2005,11
2005-10-01,HYC,conventional hydroelectric,18006.36026,thousand megawatthours,2005,10
2005-10-01,SUN,solar,37.66515,thousand megawatthours,2005,10
2005-10-01,COL,"coal, excluding waste coal",161410.17874,thousand megawatthours,2005,10
2005-10-01,ALL,all fuels,316397.92361,thousand megawatthours,2005,10
2005-10-01,WND,wind,1446.18982,thousand megawatthours,2005,10
2005-10-01,NUC,nuclear,61235.597,thousand megawatthours,2005,10
2005-10-01,NG,natural gas,55940.88089,thousand megawatthours,2005,10
2005-09-01,ALL,all fuels,350217.80051,thousand megawatthours,2005,9
2005-09-01,WND,wind,1468.34696,thousand megawatthours,2005,9
2005-09-01,SUN,solar,61.1077,thousand megawatthours,2005,9
2005-09-01,NUC,nuclear,66738.979,thousand megawatthours,2005,9
2005-09-01,HYC,conventional hydroelectric,17363.68401,thousand megawatthours,2005,9
2005-09-01,COL,"coal, excluding waste coal",170515.24141,thousand megawatthours,2005,9
2005-09-01,NG,natural gas,73355.48269,thousand megawatthours,2005,9
2005-08-01,ALL,all fuels,404940.68107,thousand megawatthours,2005,8
2005-08-01,WND,wind,1138.03152,thousand megawatthours,2005,8
2005-08-01,NUC,nuclear,71381.55,thousand megawatthours,2005,8
2005-08-01,NG,natural gas,100786.65435,thousand megawatthours,2005,8
2005-08-01,HYC,conventional hydroelectric,21565.67882,thousand megawatthours,2005,8
2005-08-01,SUN,solar,75.84548,thousand megawatthours,2005,8
2005-08-01,COL,"coal, excluding waste coal",186331.04606,thousand megawatthours,2005,8
2005-07-01,ALL,all fuels,402273.84646,thousand megawatthours,2005,7
2005-07-01,WND,wind,1420.94183,thousand megawatthours,2005,7
2005-07-01,SUN,solar,72.32901,thousand megawatthours,2005,7
2005-07-01,NG,natural gas,96819.41031,thousand megawatthours,2005,7
2005-07-01,NUC,nuclear,71070.011,thousand megawatthours,2005,7
2005-07-01,HYC,conventional hydroelectric,25956.84152,thousand megawatthours,2005,7
2005-07-01,COL,"coal, excluding waste coal",184832.31429,thousand megawatthours,2005,7
2005-06-01,NUC,nuclear,66144.275,thousand megawatthours,2005,6
2005-06-01,SUN,solar,88.47625,thousand megawatthours,2005,6
2005-06-01,WND,wind,1796.92435,thousand megawatthours,2005,6
2005-06-01,HYC,conventional hydroelectric,26782.98993,thousand megawatthours,2005,6
2005-06-01,ALL,all fuels,363671.63602,thousand megawatthours,2005,6
2005-06-01,COL,"coal, excluding waste coal",173826.49816,thousand megawatthours,2005,6
2005-06-01,NG,natural gas,75635.49254,thousand megawatthours,2005,6
2005-05-01,ALL,all fuels,315062.10994,thousand megawatthours,2005,5
2005-05-01,NG,natural gas,54826.00402,thousand megawatthours,2005,5
2005-05-01,WND,wind,1746.42955,thousand megawatthours,2005,5
2005-05-01,SUN,solar,81.15271,thousand megawatthours,2005,5
2005-05-01,NUC,nuclear,62970.464,thousand megawatthours,2005,5
2005-05-01,HYC,conventional hydroelectric,27278.51096,thousand megawatthours,2005,5
2005-05-01,COL,"coal, excluding waste coal",152937.96571,thousand megawatthours,2005,5
2005-04-01,ALL,all fuels,289562.39987,thousand megawatthours,2005,4
2005-04-01,HYC,conventional hydroelectric,23058.35863,thousand megawatthours,2005,4
2005-04-01,WND,wind,1697.5037,thousand megawatthours,2005,4
2005-04-01,SUN,solar,58.26325,thousand megawatthours,2005,4
2005-04-01,NUC,nuclear,55484.01,thousand megawatthours,2005,4
2005-04-01,NG,natural gas,52016.28598,thousand megawatthours,2005,4
2005-04-01,COL,"coal, excluding waste coal",142171.89204,thousand megawatthours,2005,4
2005-03-01,SUN,solar,38.15709,thousand megawatthours,2005,3
2005-03-01,NUC,nuclear,61538.53,thousand megawatthours,2005,3
2005-03-01,NG,natural gas,51896.97271,thousand megawatthours,2005,3
2005-03-01,COL,"coal, excluding waste coal",162535.2932,thousand megawatthours,2005,3
2005-03-01,HYC,conventional hydroelectric,22936.06749,thousand megawatthours,2005,3
2005-03-01,ALL,all fuels,317458.27645,thousand megawatthours,2005,3
2005-03-01,WND,wind,1560.62565,thousand megawatthours,2005,3
2005-02-01,SUN,solar,13.08154,thousand megawatthours,2005,2
2005-02-01,HYC,conventional hydroelectric,21606.77394,thousand megawatthours,2005,2
2005-02-01,ALL,all fuels,298500.31558,thousand megawatthours,2005,2
2005-02-01,NUC,nuclear,60946.934,thousand megawatthours,2005,2
2005-02-01,NG,natural gas,44912.61665,thousand megawatthours,2005,2
2005-02-01,COL,"coal, excluding waste coal",154853.27015,thousand megawatthours,2005,2
2005-02-01,WND,wind,966.48178,thousand megawatthours,2005,2
2005-01-01,ALL,all fuels,343121.45336,thousand megawatthours,2005,1
2005-01-01,NUC,nuclear,69828.239,thousand megawatthours,2005,1
2005-01-01,NG,natural gas,51337.62707,thousand megawatthours,2005,1
2005-01-01,WND,wind,1131.5685,thousand megawatthours,2005,1
2005-01-01,SUN,solar,8.66754,thousand megawatthours,2005,1
2005-01-01,HYC,conventional hydroelectric,24272.16485,thousand megawatthours,2005,1
2005-01-01,COL,"coal, excluding waste coal",176089.77135,thousand megawatthours,2005,1
2004-12-01,NUC,nuclear,68616.627,thousand megawatthours,2004,12
2004-12-01,COL,"coal, excluding waste coal",175172.49187,thousand megawatthours,2004,12
2004-12-01,ALL,all fuels,341947.96342,thousand megawatthours,2004,12
2004-12-01,WND,wind,1172.00867,thousand megawatthours,2004,12
2004-12-01,SUN,solar,7.75776,thousand megawatthours,2004,12
2004-12-01,NG,natural gas,51309.56547,thousand megawatthours,2004,12
2004-12-01,HYC,conventional hydroelectric,26210.71849,thousand megawatthours,2004,12
2004-11-01,SUN,solar,15.34157,thousand megawatthours,2004,11
2004-11-01,ALL,all fuels,302101.2562,thousand megawatthours,2004,11
2004-11-01,COL,"coal, excluding waste coal",156147.2781,thousand megawatthours,2004,11
2004-11-01,NUC,nuclear,58940.863,thousand megawatthours,2004,11
2004-11-01,NG,natural gas,49693.03398,thousand megawatthours,2004,11
2004-11-01,HYC,conventional hydroelectric,20937.04438,thousand megawatthours,2004,11
2004-11-01,WND,wind,932.203,thousand megawatthours,2004,11
2004-10-01,WND,wind,1028.87272,thousand megawatthours,2004,10
2004-10-01,SUN,solar,33.52109,thousand megawatthours,2004,10
2004-10-01,NUC,nuclear,62530.352,thousand megawatthours,2004,10
2004-10-01,NG,natural gas,57228.81399,thousand megawatthours,2004,10
2004-10-01,HYC,conventional hydroelectric,18862.7954,thousand megawatthours,2004,10
2004-10-01,COL,"coal, excluding waste coal",156864.67602,thousand megawatthours,2004,10
2004-10-01,ALL,all fuels,312450.22288,thousand megawatthours,2004,10
2004-09-01,COL,"coal, excluding waste coal",163519.3455,thousand megawatthours,2004,9
2004-09-01,WND,wind,1089.61523,thousand megawatthours,2004,9
2004-09-01,SUN,solar,60.63169,thousand megawatthours,2004,9
2004-09-01,ALL,all fuels,335622.19789,thousand megawatthours,2004,9
2004-09-01,HYC,conventional hydroelectric,20525.26137,thousand megawatthours,2004,9
2004-09-01,NUC,nuclear,65932.057,thousand megawatthours,2004,9
2004-09-01,NG,natural gas,67853.99334,thousand megawatthours,2004,9
2004-08-01,NG,natural gas,77820.68835,thousand megawatthours,2004,8
2004-08-01,WND,wind,1050.71885,thousand megawatthours,2004,8
2004-08-01,ALL,all fuels,368439.03706,thousand megawatthours,2004,8
2004-08-01,HYC,conventional hydroelectric,21591.96742,thousand megawatthours,2004,8
2004-08-01,COL,"coal, excluding waste coal",177455.75735,thousand megawatthours,2004,8
2004-08-01,SUN,solar,72.846,thousand megawatthours,2004,8
2004-08-01,NUC,nuclear,71068.483,thousand megawatthours,2004,8
2004-07-01,ALL,all fuels,377331.69713,thousand megawatthours,2004,7
2004-07-01,SUN,solar,82.10253,thousand megawatthours,2004,7
2004-07-01,COL,"coal, excluding waste coal",180687.11679,thousand megawatthours,2004,7
2004-07-01,WND,wind,1164.37009,thousand megawatthours,2004,7
2004-07-01,NUC,nuclear,71975.04,thousand megawatthours,2004,7
2004-07-01,NG,natural gas,79290.02224,thousand megawatthours,2004,7
2004-07-01,HYC,conventional hydroelectric,23318.27953,thousand megawatthours,2004,7
2004-06-01,SUN,solar,87.876,thousand megawatthours,2004,6
2004-06-01,NUC,nuclear,67734.073,thousand megawatthours,2004,6
2004-06-01,NG,natural gas,64685.66904,thousand megawatthours,2004,6
2004-06-01,COL,"coal, excluding waste coal",166997.96922,thousand megawatthours,2004,6
2004-06-01,HYC,conventional hydroelectric,25252.34503,thousand megawatthours,2004,6
2004-06-01,ALL,all fuels,345085.07883,thousand megawatthours,2004,6
2004-06-01,WND,wind,1397.20574,thousand megawatthours,2004,6
2004-05-01,COL,"coal, excluding waste coal",156269.0932,thousand megawatthours,2004,5
2004-05-01,ALL,all fuels,327380.26364,thousand megawatthours,2004,5
2004-05-01,WND,wind,1701.65148,thousand megawatthours,2004,5
2004-05-01,SUN,solar,81.77573,thousand megawatthours,2004,5
2004-05-01,NUC,nuclear,64917.412,thousand megawatthours,2004,5
2004-05-01,NG,natural gas,62021.80807,thousand megawatthours,2004,5
2004-05-01,HYC,conventional hydroelectric,24019.71812,thousand megawatthours,2004,5
2004-04-01,ALL,all fuels,290559.91417,thousand megawatthours,2004,4
2004-04-01,WND,wind,1294.8568,thousand megawatthours,2004,4
2004-04-01,SUN,solar,56.90189,thousand megawatthours,2004,4
2004-04-01,COL,"coal, excluding waste coal",140692.24953,thousand megawatthours,2004,4
2004-04-01,NUC,nuclear,58620.255,thousand megawatthours,2004,4
2004-04-01,NG,natural gas,51821.98826,thousand megawatthours,2004,4
2004-04-01,HYC,conventional hydroelectric,20887.97481,thousand megawatthours,2004,4
2004-03-01,COL,"coal, excluding waste coal",153461.88994,thousand megawatthours,2004,3
2004-03-01,WND,wind,1291.224,thousand megawatthours,2004,3
2004-03-01,SUN,solar,52.92945,thousand megawatthours,2004,3
2004-03-01,HYC,conventional hydroelectric,22914.28123,thousand megawatthours,2004,3
2004-03-01,ALL,all fuels,308812.09552,thousand megawatthours,2004,3
2004-03-01,NUC,nuclear,63285.116,thousand megawatthours,2004,3
2004-03-01,NG,natural gas,49801.1869,thousand megawatthours,2004,3
2004-02-01,ALL,all fuels,314279.90954,thousand megawatthours,2004,2
2004-02-01,WND,wind,1021.56897,thousand megawatthours,2004,2
2004-02-01,SUN,solar,10.86173,thousand megawatthours,2004,2
2004-02-01,NUC,nuclear,64101.949,thousand megawatthours,2004,2
2004-02-01,NG,natural gas,50319.87478,thousand megawatthours,2004,2
2004-02-01,HYC,conventional hydroelectric,20913.61671,thousand megawatthours,2004,2
2004-02-01,COL,"coal, excluding waste coal",160715.78432,thousand megawatthours,2004,2
2004-01-01,ALL,all fuels,346545.62699,thousand megawatthours,2004,1
2004-01-01,WND,wind,999.44521,thousand megawatthours,2004,1
2004-01-01,SUN,solar,12.60957,thousand megawatthours,2004,1
2004-01-01,NUC,nuclear,70806.16,thousand megawatthours,2004,1
2004-01-01,NG,natural gas,48253.37213,thousand megawatthours,2004,1
2004-01-01,COL,"coal, excluding waste coal",179791.49199,thousand megawatthours,2004,1
2004-01-01,HYC,conventional hydroelectric,22983.30588,thousand megawatthours,2004,1
2003-12-01,SUN,solar,4.251,thousand megawatthours,2003,12
2003-12-01,NUC,nuclear,68611.699,thousand megawatthours,2003,12
2003-12-01,NG,natural gas,44034.895,thousand megawatthours,2003,12
2003-12-01,ALL,all fuels,331680.43,thousand megawatthours,2003,12
2003-12-01,HYC,conventional hydroelectric,24044.33,thousand megawatthours,2003,12
2003-12-01,COL,"coal, excluding waste coal",175472.382,thousand megawatthours,2003,12
2003-12-01,WND,wind,1104.881,thousand megawatthours,2003,12
2003-11-01,ALL,all fuels,297866.711,thousand megawatthours,2003,11
2003-11-01,NUC,nuclear,59600.02,thousand megawatthours,2003,11
2003-11-01,NG,natural gas,45327.919,thousand megawatthours,2003,11
2003-11-01,HYC,conventional hydroelectric,19715.265,thousand megawatthours,2003,11
2003-11-01,COL,"coal, excluding waste coal",157454.936,thousand megawatthours,2003,11
2003-11-01,WND,wind,961.432,thousand megawatthours,2003,11
2003-11-01,SUN,solar,14.031,thousand megawatthours,2003,11
2003-10-01,ALL,all fuels,306740.933,thousand megawatthours,2003,10
2003-10-01,WND,wind,897.161,thousand megawatthours,2003,10
2003-10-01,SUN,solar,35.436,thousand megawatthours,2003,10
2003-10-01,NUC,nuclear,60016.207,thousand megawatthours,2003,10
2003-10-01,NG,natural gas,51824.169,thousand megawatthours,2003,10
2003-10-01,COL,"coal, excluding waste coal",158566.149,thousand megawatthours,2003,10
2003-10-01,HYC,conventional hydroelectric,18428.423,thousand megawatthours,2003,10
2003-09-01,WND,wind,895.054,thousand megawatthours,2003,9
2003-09-01,SUN,solar,55.857,thousand megawatthours,2003,9
2003-09-01,NUC,nuclear,63583.645,thousand megawatthours,2003,9
2003-09-01,COL,"coal, excluding waste coal",164186.745,thousand megawatthours,2003,9
2003-09-01,ALL,all fuels,323135.534,thousand megawatthours,2003,9
2003-09-01,NG,natural gas,59089.943,thousand megawatthours,2003,9
2003-09-01,HYC,conventional hydroelectric,18480.455,thousand megawatthours,2003,9
2003-08-01,SUN,solar,61.992,thousand megawatthours,2003,8
2003-08-01,COL,"coal, excluding waste coal",184539.525,thousand megawatthours,2003,8
2003-08-01,ALL,all fuels,381816.319,thousand megawatthours,2003,8
2003-08-01,NUC,nuclear,69023.878,thousand megawatthours,2003,8
2003-08-01,NG,natural gas,83249.694,thousand megawatthours,2003,8
2003-08-01,HYC,conventional hydroelectric,22972.03,thousand megawatthours,2003,8
2003-08-01,WND,wind,815.429,thousand megawatthours,2003,8
2003-07-01,SUN,solar,62.407,thousand megawatthours,2003,7
2003-07-01,NUC,nuclear,69652.754,thousand megawatthours,2003,7
2003-07-01,NG,natural gas,76938.278,thousand megawatthours,2003,7
2003-07-01,HYC,conventional hydroelectric,24843.095,thousand megawatthours,2003,7
2003-07-01,COL,"coal, excluding waste coal",180986.307,thousand megawatthours,2003,7
2003-07-01,ALL,all fuels,374396.05,thousand megawatthours,2003,7
2003-07-01,WND,wind,953.396,thousand megawatthours,2003,7
2003-06-01,COL,"coal, excluding waste coal",161493.451,thousand megawatthours,2003,6
2003-06-01,WND,wind,1047.144,thousand megawatthours,2003,6
2003-06-01,SUN,solar,90.682,thousand megawatthours,2003,6
2003-06-01,NG,natural gas,54452.951,thousand megawatthours,2003,6
2003-06-01,ALL,all fuels,328693.698,thousand megawatthours,2003,6
2003-06-01,NUC,nuclear,64180.727,thousand megawatthours,2003,6
2003-06-01,HYC,conventional hydroelectric,28586.3,thousand megawatthours,2003,6
2003-05-01,ALL,all fuels,307544.887,thousand megawatthours,2003,5
2003-05-01,WND,wind,1006.383,thousand megawatthours,2003,5
2003-05-01,SUN,solar,67.962,thousand megawatthours,2003,5
2003-05-01,NUC,nuclear,62201.96,thousand megawatthours,2003,5
2003-05-01,NG,natural gas,49372.963,thousand megawatthours,2003,5
2003-05-01,HYC,conventional hydroelectric,29395.256,thousand megawatthours,2003,5
2003-05-01,COL,"coal, excluding waste coal",149711.72,thousand megawatthours,2003,5
2003-04-01,ALL,all fuels,285755.699,thousand megawatthours,2003,4
2003-04-01,HYC,conventional hydroelectric,24758.962,thousand megawatthours,2003,4
2003-04-01,WND,wind,1092.766,thousand megawatthours,2003,4
2003-04-01,SUN,solar,60.309,thousand megawatthours,2003,4
2003-04-01,NUC,nuclear,56775.591,thousand megawatthours,2003,4
2003-04-01,NG,natural gas,45195.383,thousand megawatthours,2003,4
2003-04-01,COL,"coal, excluding waste coal",141305.196,thousand megawatthours,2003,4
2003-03-01,HYC,conventional hydroelectric,24202.273,thousand megawatthours,2003,3
2003-03-01,WND,wind,1036.104,thousand megawatthours,2003,3
2003-03-01,ALL,all fuels,304317.265,thousand megawatthours,2003,3
2003-03-01,COL,"coal, excluding waste coal",154264.316,thousand megawatthours,2003,3
2003-03-01,SUN,solar,50.02709,thousand megawatthours,2003,3
2003-03-01,NUC,nuclear,59933.261,thousand megawatthours,2003,3
2003-03-01,NG,natural gas,46699.026,thousand megawatthours,2003,3
2003-02-01,ALL,all fuels,299248.777,thousand megawatthours,2003,2
2003-02-01,WND,wind,745.375,thousand megawatthours,2003,2
2003-02-01,NUC,nuclear,60941.869,thousand megawatthours,2003,2
2003-02-01,NG,natural gas,43546.573,thousand megawatthours,2003,2
2003-02-01,SUN,solar,17.83027,thousand megawatthours,2003,2
2003-02-01,HYC,conventional hydroelectric,19779.86,thousand megawatthours,2003,2
2003-02-01,COL,"coal, excluding waste coal",156284.502,thousand megawatthours,2003,2
2003-01-01,ALL,all fuels,341988.901,thousand megawatthours,2003,1
2003-01-01,WND,wind,632.34,thousand megawatthours,2003,1
2003-01-01,SUN,solar,13.21701,thousand megawatthours,2003,1
2003-01-01,COL,"coal, excluding waste coal",180484.588,thousand megawatthours,2003,1
2003-01-01,NUC,nuclear,69211.084,thousand megawatthours,2003,1
2003-01-01,NG,natural gas,50175.746,thousand megawatthours,2003,1
2003-01-01,HYC,conventional hydroelectric,20600.079,thousand megawatthours,2003,1
2002-12-01,HYC,conventional hydroelectric,21668.54,thousand megawatthours,2002,12
2002-12-01,SUN,solar,4.307,thousand megawatthours,2002,12
2002-12-01,COL,"coal, excluding waste coal",171427.454,thousand megawatthours,2002,12
2002-12-01,ALL,all fuels,324833.705,thousand megawatthours,2002,12
2002-12-01,WND,wind,755.194,thousand megawatthours,2002,12
2002-12-01,NUC,nuclear,68905.472,thousand megawatthours,2002,12
2002-12-01,NG,natural gas,46100.393,thousand megawatthours,2002,12
2002-11-01,WND,wind,655.946,thousand megawatthours,2002,11
2002-11-01,SUN,solar,28.175,thousand megawatthours,2002,11
2002-11-01,COL,"coal, excluding waste coal",155344.529,thousand megawatthours,2002,11
2002-11-01,NUC,nuclear,61520.324,thousand megawatthours,2002,11
2002-11-01,NG,natural gas,45160.876,thousand megawatthours,2002,11
2002-11-01,HYC,conventional hydroelectric,19730.029,thousand megawatthours,2002,11
2002-11-01,ALL,all fuels,296289.561,thousand megawatthours,2002,11
2002-10-01,HYC,conventional hydroelectric,17171.334,thousand megawatthours,2002,10
2002-10-01,WND,wind,734.355,thousand megawatthours,2002,10
2002-10-01,SUN,solar,30.956,thousand megawatthours,2002,10
2002-10-01,NUC,nuclear,60493.052,thousand megawatthours,2002,10
2002-10-01,NG,natural gas,54200.82,thousand megawatthours,2002,10
2002-10-01,COL,"coal, excluding waste coal",158380.387,thousand megawatthours,2002,10
2002-10-01,ALL,all fuels,307059.46,thousand megawatthours,2002,10
