period,fueltypeid,fuelTypeDescription,generation,generation-units,year,month
2016-06-01,WND,wind,16303.4413,thousand megawatthours,2016,6
2016-06-01,SUN,solar,3473.49784,thousand megawatthours,2016,6
2016-06-01,NUC,nuclear,67175.324,thousand megawatthours,2016,6
2016-06-01,NG,natural gas,131395.22913,thousand megawatthours,2016,6
2016-05-01,HYC,conventional hydroelectric,25486.38143,thousand megawatthours,2016,5
2016-05-01,COL,"coal, excluding waste coal",81023.703,thousand megawatthours,2016,5
2016-05-01,NUC,nuclear,66576.493,thousand megawatthours,2016,5
2016-05-01,NG,natural gas,110430.1923,thousand megawatthours,2016,5
2016-05-01,ALL,all fuels,316778.65137,thousand megawatthours,2016,5
2016-05-01,WND,wind,18847.89867,thousand megawatthours,2016,5
2016-05-01,SUN,solar,3425.18345,thousand megawatthours,2016,5
2016-04-01,ALL,all fuels,292888.74563,thousand megawatthours,2016,4
2016-04-01,WND,wind,20799.30345,thousand megawatthours,2016,4
2016-04-01,SUN,solar,2879.68187,thousand megawatthours,2016,4
2016-04-01,NUC,nuclear,62731.845,thousand megawatthours,2016,4
2016-04-01,NG,natural gas,98875.9473,thousand megawatthours,2016,4
2016-04-01,HYC,conventional hydroelectric,25878.02878,thousand megawatthours,2016,4
2016-04-01,COL,"coal, excluding waste coal",71570.14438,thousand megawatthours,2016,4
2016-03-01,ALL,all fuels,304384.23689,thousand megawatthours,2016,3
2016-03-01,WND,wind,21939.40933,thousand megawatthours,2016,3
2016-03-01,SUN,solar,2617.45225,thousand megawatthours,2016,3
2016-03-01,NUC,nuclear,66148.894,thousand megawatthours,2016,3
2016-03-01,NG,natural gas,103889.93756,thousand megawatthours,2016,3
2016-03-01,HYC,conventional hydroelectric,27389.8772,thousand megawatthours,2016,3
2016-03-01,COL,"coal, excluding waste coal",71426.75248,thousand megawatthours,2016,3
2016-02-01,ALL,all fuels,313680.3803,thousand megawatthours,2016,2
2016-02-01,WND,wind,20138.2278,thousand megawatthours,2016,2
2016-02-01,SUN,solar,2241.56342,thousand megawatthours,2016,2
2016-02-01,NUC,nuclear,65638.141,thousand megawatthours,2016,2
2016-02-01,NG,natural gas,98552.17908,thousand megawatthours,2016,2
2016-02-01,HYC,conventional hydroelectric,24139.01548,thousand megawatthours,2016,2
2016-02-01,COL,"coal, excluding waste coal",91857.75184,thousand megawatthours,2016,2
2016-01-01,ALL,all fuels,352713.71943,thousand megawatthours,2016,1
2016-01-01,WND,wind,18466.40151,thousand megawatthours,2016,1
2016-01-01,HYC,conventional hydroelectric,25614.54233,thousand megawatthours,2016,1
2016-01-01,NUC,nuclear,72524.775,thousand megawatthours,2016,1
2016-01-01,NG,natural gas,110043.74673,thousand megawatthours,2016,1
2016-01-01,SUN,solar,1485.80182,thousand megawatthours,2016,1
2016-01-01,COL,"coal, excluding waste coal",112474.37724,thousand megawatthours,2016,1
2015-12-01,HYC,conventional hydroelectric,23165.56195,thousand megawatthours,2015,12
2015-12-01,COL,"coal, excluding waste coal",88786.47082,thousand megawatthours,2015,12
2015-12-01,WND,wind,20098.37277,thousand megawatthours,2015,12
2015-12-01,SUN,solar,1569.89498,thousand megawatthours,2015,12
2015-12-01,NUC,nuclear,69633.664,thousand megawatthours,2015,12
2015-12-01,NG,natural gas,109776.67885,thousand megawatthours,2015,12
2015-12-01,ALL,all fuels,324420.69959,thousand megawatthours,2015,12
2015-11-01,HYC,conventional hydroelectric,19337.83088,thousand megawatthours,2015,11
2015-11-01,NUC,nuclear,60263.941,thousand megawatthours,2015,11
2015-11-01,WND,wind,19681.71564,thousand megawatthours,2015,11
2015-11-01,SUN,solar,1729.6613,thousand megawatthours,2015,11
2015-11-01,NG,natural gas,102236.25483,thousand megawatthours,2015,11
2015-11-01,COL,"coal, excluding waste coal",86493.68822,thousand megawatthours,2015,11
2015-11-01,ALL,all fuels,300646.80726,thousand megawatthours,2015,11
2015-10-01,COL,"coal, excluding waste coal",96295.42207,thousand megawatthours,2015,10
2015-10-01,NUC,nuclear,60570.921,thousand megawatthours,2015,10
2015-10-01,NG,natural gas,110005.03903,thousand megawatthours,2015,10
2015-10-01,ALL,all fuels,312105.70168,thousand megawatthours,2015,10
2015-10-01,WND,wind,16380.03853,thousand megawatthours,2015,10
2015-10-01,SUN,solar,1909.57979,thousand megawatthours,2015,10
2015-10-01,HYC,conventional hydroelectric,16630.40155,thousand megawatthours,2015,10
2015-09-01,SUN,solar,2217.1241,thousand megawatthours,2015,9
2015-09-01,NUC,nuclear,66476.372,thousand megawatthours,2015,9
2015-09-01,NG,natural gas,123035.92238,thousand megawatthours,2015,9
2015-09-01,HYC,conventional hydroelectric,16094.1224,thousand megawatthours,2015,9
2015-09-01,COL,"coal, excluding waste coal",117185.36765,thousand megawatthours,2015,9
2015-09-01,ALL,all fuels,350115.31729,thousand megawatthours,2015,9
2015-09-01,WND,wind,13971.56651,thousand megawatthours,2015,9
2015-08-01,NG,natural gas,139083.7544,thousand megawatthours,2015,8
2015-08-01,COL,"coal, excluding waste coal",133828.25066,thousand megawatthours,2015,8
2015-08-01,ALL,all fuels,392109.58745,thousand megawatthours,2015,8
2015-08-01,HYC,conventional hydroelectric,19122.10511,thousand megawatthours,2015,8
2015-08-01,WND,wind,13080.02756,thousand megawatthours,2015,8
2015-08-01,SUN,solar,2687.55324,thousand megawatthours,2015,8
2015-08-01,NUC,nuclear,72415.352,thousand megawatthours,2015,8
2015-07-01,SUN,solar,2627.06355,thousand megawatthours,2015,7
2015-07-01,NUC,nuclear,71412.176,thousand megawatthours,2015,7
2015-07-01,NG,natural gas,141119.08134,thousand megawatthours,2015,7
2015-07-01,HYC,conventional hydroelectric,21014.22144,thousand megawatthours,2015,7
2015-07-01,COL,"coal, excluding waste coal",138321.41768,thousand megawatthours,2015,7
2015-07-01,ALL,all fuels,400412.40259,thousand megawatthours,2015,7
2015-07-01,WND,wind,13675.44937,thousand megawatthours,2015,7
2015-06-01,NUC,nuclear,68516.165,thousand megawatthours,2015,6
2015-06-01,WND,wind,13421.26619,thousand megawatthours,2015,6
2015-06-01,COL,"coal, excluding waste coal",124892.86401,thousand megawatthours,2015,6
2015-06-01,SUN,solar,2557.5982,thousand megawatthours,2015,6
2015-06-01,ALL,all fuels,362403.00441,thousand megawatthours,2015,6
2015-06-01,NG,natural gas,121477.74922,thousand megawatthours,2015,6
2015-06-01,HYC,conventional hydroelectric,20414.084,thousand megawatthours,2015,6
2015-05-01,ALL,all fuels,322080.75837,thousand megawatthours,2015,5
2015-05-01,WND,wind,17151.34131,thousand megawatthours,2015,5
2015-05-01,SUN,solar,2504.14881,thousand megawatthours,2015,5
2015-05-01,NUC,nuclear,65826.525,thousand megawatthours,2015,5
2015-05-01,NG,natural gas,101516.3545,thousand megawatthours,2015,5
2015-05-01,HYC,conventional hydroelectric,20125.4156,thousand megawatthours,2015,5
2015-05-01,COL,"coal, excluding waste coal",103939.59854,thousand megawatthours,2015,5
2015-04-01,SUN,solar,2379.11811,thousand megawatthours,2015,4
2015-04-01,NUC,nuclear,59784.495,thousand megawatthours,2015,4
2015-04-01,NG,natural gas,92805.99824,thousand megawatthours,2015,4
2015-04-01,COL,"coal, excluding waste coal",88522.55035,thousand megawatthours,2015,4
2015-04-01,WND,wind,17867.14921,thousand megawatthours,2015,4
2015-04-01,HYC,conventional hydroelectric,22470.97723,thousand megawatthours,2015,4
2015-04-01,ALL,all fuels,294127.63929,thousand megawatthours,2015,4
2015-03-01,NG,natural gas,99422.71998,thousand megawatthours,2015,3
2015-03-01,HYC,conventional hydroelectric,24280.90476,thousand megawatthours,2015,3
2015-03-01,COL,"coal, excluding waste coal",107883.87479,thousand megawatthours,2015,3
2015-03-01,ALL,all fuels,324186.09214,thousand megawatthours,2015,3
2015-03-01,WND,wind,15307.92894,thousand megawatthours,2015,3
2015-03-01,SUN,solar,2072.25703,thousand megawatthours,2015,3
2015-03-01,NUC,nuclear,64546.799,thousand megawatthours,2015,3
2015-02-01,HYC,conventional hydroelectric,22286.07601,thousand megawatthours,2015,2
2015-02-01,COL,"coal, excluding waste coal",126064.92431,thousand megawatthours,2015,2
2015-02-01,ALL,all fuels,334470.60698,thousand megawatthours,2015,2
2015-02-01,NUC,nuclear,63461.493,thousand megawatthours,2015,2
2015-02-01,NG,natural gas,91315.16471,thousand megawatthours,2015,2
2015-02-01,WND,wind,14921.54534,thousand megawatthours,2015,2
2015-02-01,SUN,solar,1483.55386,thousand megawatthours,2015,2
2015-01-01,HYC,conventional hydroelectric,24138.3839,thousand megawatthours,2015,1
2015-01-01,COL,"coal, excluding waste coal",131505.83386,thousand megawatthours,2015,1
2015-01-01,ALL,all fuels,360449.2625,thousand megawatthours,2015,1
2015-01-01,WND,wind,15162.14633,thousand megawatthours,2015,1
2015-01-01,SUN,solar,1155.35063,thousand megawatthours,2015,1
2015-01-01,NUC,nuclear,74269.974,thousand megawatthours,2015,1
2015-01-01,NG,natural gas,101687.39262,thousand megawatthours,2015,1
2014-12-01,COL,"coal, excluding waste coal",123798.56075,thousand megawatthours,2014,12
2014-12-01,NUC,nuclear,73362.548,thousand megawatthours,2014,12
2014-12-01,NG,natural gas,91037.8204,thousand megawatthours,2014,12
2014-12-01,HYC,conventional hydroelectric,22328.78862,thousand megawatthours,2014,12
2014-12-01,SUN,solar,1031.74441,thousand megawatthours,2014,12
2014-12-01,ALL,all fuels,337950.59111,thousand megawatthours,2014,12
2014-12-01,WND,wind,14711.24947,thousand megawatthours,2014,12
2014-11-01,NG,natural gas,84353.51326,thousand megawatthours,2014,11
2014-11-01,HYC,conventional hydroelectric,18624.92296,thousand megawatthours,2014,11
2014-11-01,COL,"coal, excluding waste coal",118302.45325,thousand megawatthours,2014,11
2014-11-01,ALL,all fuels,317489.02094,thousand megawatthours,2014,11
2014-11-01,WND,wind,18866.92881,thousand megawatthours,2014,11
2014-11-01,SUN,solar,1379.63993,thousand megawatthours,2014,11
2014-11-01,NUC,nuclear,65140.185,thousand megawatthours,2014,11
2014-10-01,ALL,all fuels,314516.32764,thousand megawatthours,2014,10
2014-10-01,NUC,nuclear,62390.988,thousand megawatthours,2014,10
2014-10-01,NG,natural gas,97683.01576,thousand megawatthours,2014,10
2014-10-01,HYC,conventional hydroelectric,17159.21225,thousand megawatthours,2014,10
2014-10-01,WND,wind,14507.93111,thousand megawatthours,2014,10
2014-10-01,SUN,solar,1716.92302,thousand megawatthours,2014,10
2014-10-01,COL,"coal, excluding waste coal",110718.35276,thousand megawatthours,2014,10
2014-09-01,ALL,all fuels,339880.57118,thousand megawatthours,2014,9
2014-09-01,WND,wind,11519.76842,thousand megawatthours,2014,9
2014-09-01,SUN,solar,1832.26056,thousand megawatthours,2014,9
2014-09-01,NUC,nuclear,67534.5,thousand megawatthours,2014,9
2014-09-01,NG,natural gas,106581.58568,thousand megawatthours,2014,9
2014-09-01,HYC,conventional hydroelectric,16074.32674,thousand megawatthours,2014,9
2014-09-01,COL,"coal, excluding waste coal",125186.34827,thousand megawatthours,2014,9
2014-08-01,ALL,all fuels,384334.97824,thousand megawatthours,2014,8
2014-08-01,WND,wind,10170.52076,thousand megawatthours,2014,8
2014-08-01,SUN,solar,1879.48203,thousand megawatthours,2014,8
2014-08-01,NUC,nuclear,71128.746,thousand megawatthours,2014,8
2014-08-01,NG,natural gas,122348.42288,thousand megawatthours,2014,8
2014-08-01,HYC,conventional hydroelectric,19807.24668,thousand megawatthours,2014,8
2014-08-01,COL,"coal, excluding waste coal",147482.37175,thousand megawatthours,2014,8
2014-07-01,NG,natural gas,115081.26949,thousand megawatthours,2014,7
2014-07-01,HYC,conventional hydroelectric,24357.40238,thousand megawatthours,2014,7
2014-07-01,ALL,all fuels,385773.27325,thousand megawatthours,2014,7
2014-07-01,COL,"coal, excluding waste coal",148642.56729,thousand megawatthours,2014,7
2014-07-01,SUN,solar,1787.69886,thousand megawatthours,2014,7
2014-07-01,WND,wind,12187.39242,thousand megawatthours,2014,7
2014-07-01,NUC,nuclear,71940.126,thousand megawatthours,2014,7
2014-06-01,NG,natural gas,98467.60766,thousand megawatthours,2014,6
2014-06-01,HYC,conventional hydroelectric,25743.87767,thousand megawatthours,2014,6
2014-06-01,COL,"coal, excluding waste coal",136640.82003,thousand megawatthours,2014,6
2014-06-01,ALL,all fuels,357838.22997,thousand megawatthours,2014,6
2014-06-01,WND,wind,15798.81712,thousand megawatthours,2014,6
2014-06-01,SUN,solar,1923.32588,thousand megawatthours,2014,6
2014-06-01,NUC,nuclear,68138.232,thousand megawatthours,2014,6
2014-05-01,COL,"coal, excluding waste coal",117984.03416,thousand megawatthours,2014,5
2014-05-01,ALL,all fuels,324718.20093,thousand megawatthours,2014,5
2014-05-01,WND,wind,15601.36684,thousand megawatthours,2014,5
2014-05-01,SUN,solar,1749.65461,thousand megawatthours,2014,5
2014-05-01,NUC,nuclear,62947.43,thousand megawatthours,2014,5
2014-05-01,NG,natural gas,89119.67653,thousand megawatthours,2014,5
2014-05-01,HYC,conventional hydroelectric,26543.88511,thousand megawatthours,2014,5
2014-04-01,ALL,all fuels,297625.29265,thousand megawatthours,2014,4
2014-04-01,WND,wind,18635.54917,thousand megawatthours,2014,4
2014-04-01,SUN,solar,1487.09725,thousand megawatthours,2014,4
2014-04-01,NUC,nuclear,56384.588,thousand megawatthours,2014,4
2014-04-01,NG,natural gas,76781.87947,thousand megawatthours,2014,4
2014-04-01,HYC,conventional hydroelectric,25439.90661,thousand megawatthours,2014,4
2014-04-01,COL,"coal, excluding waste coal",108473.2773,thousand megawatthours,2014,4
2014-03-01,ALL,all fuels,331817.54641,thousand megawatthours,2014,3
2014-03-01,HYC,conventional hydroelectric,24257.12925,thousand megawatthours,2014,3
2014-03-01,WND,wind,17735.8829,thousand megawatthours,2014,3
2014-03-01,SUN,solar,1317.09371,thousand megawatthours,2014,3
2014-03-01,NUC,nuclear,62397.08,thousand megawatthours,2014,3
2014-03-01,NG,natural gas,78150.91836,thousand megawatthours,2014,3
2014-03-01,COL,"coal, excluding waste coal",135514.87582,thousand megawatthours,2014,3
2014-02-01,ALL,all fuels,324344.12066,thousand megawatthours,2014,2
2014-02-01,HYC,conventional hydroelectric,17396.12893,thousand megawatthours,2014,2
2014-02-01,WND,wind,14008.66045,thousand megawatthours,2014,2
2014-02-01,SUN,solar,834.9922,thousand megawatthours,2014,2
2014-02-01,COL,"coal, excluding waste coal",142382.58176,thousand megawatthours,2014,2
2014-02-01,NUC,nuclear,62638.95,thousand megawatthours,2014,2
2014-02-01,NG,natural gas,75942.31445,thousand megawatthours,2014,2
2014-01-01,HYC,conventional hydroelectric,21633.79467,thousand megawatthours,2014,1
2014-01-01,NUC,nuclear,73162.609,thousand megawatthours,2014,1
2014-01-01,NG,natural gas,91060.93439,thousand megawatthours,2014,1
2014-01-01,WND,wind,17911.21433,thousand megawatthours,2014,1
2014-01-01,SUN,solar,751.11873,thousand megawatthours,2014,1
2014-01-01,COL,"coal, excluding waste coal",156015.90882,thousand megawatthours,2014,1
2014-01-01,ALL,all fuels,377249.83084,thousand megawatthours,2014,1
2013-12-01,ALL,all fuels,353021.24773,thousand megawatthours,2013,12
2013-12-01,WND,wind,13967.05881,thousand megawatthours,2013,12
2013-12-01,SUN,solar,850.02134,thousand megawatthours,2013,12
2013-12-01,NUC,nuclear,71293.578,thousand megawatthours,2013,12
2013-12-01,NG,natural gas,92936.2913,thousand megawatthours,2013,12
2013-12-01,HYC,conventional hydroelectric,21128.29918,thousand megawatthours,2013,12
2013-12-01,COL,"coal, excluding waste coal",140869.34501,thousand megawatthours,2013,12
2013-11-01,SUN,solar,824.35218,thousand megawatthours,2013,11
2013-11-01,COL,"coal, excluding waste coal",120275.8705,thousand megawatthours,2013,11
2013-11-01,ALL,all fuels,314539.64185,thousand megawatthours,2013,11
2013-11-01,WND,wind,15803.25968,thousand megawatthours,2013,11
2013-11-01,NUC,nuclear,64975.456,thousand megawatthours,2013,11
2013-11-01,NG,natural gas,84286.78492,thousand megawatthours,2013,11
2013-11-01,HYC,conventional hydroelectric,17676.83384,thousand megawatthours,2013,11
2013-10-01,WND,wind,13635.01809,thousand megawatthours,2013,10
2013-10-01,COL,"coal, excluding waste coal",120365.20456,thousand megawatthours,2013,10
2013-10-01,ALL,all fuels,314925.46247,thousand megawatthours,2013,10
2013-10-01,NUC,nuclear,63183.533,thousand megawatthours,2013,10
2013-10-01,NG,natural gas,88587.40151,thousand megawatthours,2013,10
2013-10-01,HYC,conventional hydroelectric,17198.59414,thousand megawatthours,2013,10
2013-10-01,SUN,solar,987.53341,thousand megawatthours,2013,10
2013-09-01,ALL,all fuels,340940.90155,thousand megawatthours,2013,9
2013-09-01,WND,wind,11674.08115,thousand megawatthours,2013,9
2013-09-01,SUN,solar,948.77866,thousand megawatthours,2013,9
2013-09-01,NUC,nuclear,65798.971,thousand megawatthours,2013,9
2013-09-01,NG,natural gas,102063.23334,thousand megawatthours,2013,9
2013-09-01,HYC,conventional hydroelectric,16961.1523,thousand megawatthours,2013,9
2013-09-01,COL,"coal, excluding waste coal",132471.24302,thousand megawatthours,2013,9
2013-08-01,COL,"coal, excluding waste coal",148627.73112,thousand megawatthours,2013,8
2013-08-01,ALL,all fuels,385285.74515,thousand megawatthours,2013,8
2013-08-01,WND,wind,9633.88368,thousand megawatthours,2013,8
2013-08-01,SUN,solar,944.09174,thousand megawatthours,2013,8
2013-08-01,NUC,nuclear,71344.379,thousand megawatthours,2013,8
2013-08-01,NG,natural gas,121156.39696,thousand megawatthours,2013,8
2013-08-01,HYC,conventional hydroelectric,21633.31561,thousand megawatthours,2013,8
2013-07-01,ALL,all fuels,394845.6208,thousand megawatthours,2013,7
2013-07-01,WND,wind,11093.61355,thousand megawatthours,2013,7
2013-07-01,SUN,solar,828.84727,thousand megawatthours,2013,7
2013-07-01,NUC,nuclear,70539.238,thousand megawatthours,2013,7
2013-07-01,NG,natural gas,120770.9808,thousand megawatthours,2013,7
2013-07-01,HYC,conventional hydroelectric,27254.5715,thousand megawatthours,2013,7
2013-07-01,COL,"coal, excluding waste coal",151869.43716,thousand megawatthours,2013,7
2013-06-01,ALL,all fuels,356822.64723,thousand megawatthours,2013,6
2013-06-01,WND,wind,13748.10576,thousand megawatthours,2013,6
2013-06-01,SUN,solar,870.68502,thousand megawatthours,2013,6
2013-06-01,NUC,nuclear,66429.69,thousand megawatthours,2013,6
2013-06-01,NG,natural gas,99615.06431,thousand megawatthours,2013,6
2013-06-01,HYC,conventional hydroelectric,27384.06656,thousand megawatthours,2013,6
2013-06-01,COL,"coal, excluding waste coal",137424.77126,thousand megawatthours,2013,6
2013-05-01,COL,"coal, excluding waste coal",118616.4467,thousand megawatthours,2013,5
2013-05-01,WND,wind,16238.70213,thousand megawatthours,2013,5
2013-05-01,SUN,solar,752.70649,thousand megawatthours,2013,5
2013-05-01,ALL,all fuels,322155.64042,thousand megawatthours,2013,5
2013-05-01,NUC,nuclear,62848.155,thousand megawatthours,2013,5
2013-05-01,NG,natural gas,83815.59186,thousand megawatthours,2013,5
2013-05-01,HYC,conventional hydroelectric,28450.09411,thousand megawatthours,2013,5
2013-04-01,ALL,all fuels,299332.86831,thousand megawatthours,2013,4
2013-04-01,WND,wind,17476.27429,thousand megawatthours,2013,4
2013-04-01,SUN,solar,666.73879,thousand megawatthours,2013,4
2013-04-01,NUC,nuclear,56766.882,thousand megawatthours,2013,4
2013-04-01,NG,natural gas,78036.43182,thousand megawatthours,2013,4
2013-04-01,HYC,conventional hydroelectric,25097.10474,thousand megawatthours,2013,4
2013-04-01,COL,"coal, excluding waste coal",111226.32039,thousand megawatthours,2013,4
2013-03-01,COL,"coal, excluding waste coal",129599.19341,thousand megawatthours,2013,3
2013-03-01,ALL,all fuels,325398.83402,thousand megawatthours,2013,3
2013-03-01,WND,wind,15755.65337,thousand megawatthours,2013,3
2013-03-01,SUN,solar,619.39901,thousand megawatthours,2013,3
2013-03-01,NUC,nuclear,62947.389,thousand megawatthours,2013,3
2013-03-01,NG,natural gas,84725.25919,thousand megawatthours,2013,3
2013-03-01,HYC,conventional hydroelectric,20534.35802,thousand megawatthours,2013,3
2013-02-01,NG,natural gas,80283.07377,thousand megawatthours,2013,2
2013-02-01,ALL,all fuels,309728.08,thousand megawatthours,2013,2
2013-02-01,WND,wind,14075.59068,thousand megawatthours,2013,2
2013-02-01,SUN,solar,432.64262,thousand megawatthours,2013,2
2013-02-01,HYC,conventional hydroelectric,20418.46514,thousand megawatthours,2013,2
2013-02-01,COL,"coal, excluding waste coal",122734.89571,thousand megawatthours,2013,2
2013-02-01,NUC,nuclear,61483.385,thousand megawatthours,2013,2
2013-01-01,ALL,all fuels,348967.37792,thousand megawatthours,2013,1
2013-01-01,WND,wind,14738.50426,thousand megawatthours,2013,1
2013-01-01,SUN,solar,309.82386,thousand megawatthours,2013,1
2013-01-01,NUC,nuclear,71405.817,thousand megawatthours,2013,1
2013-01-01,NG,natural gas,88559.05007,thousand megawatthours,2013,1
2013-01-01,HYC,conventional hydroelectric,24828.52759,thousand megawatthours,2013,1
2013-01-01,COL,"coal, excluding waste coal",137196.37154,thousand megawatthours,2013,1
2012-12-01,NG,natural gas,83989.0974,thousand megawatthours,2012,12
2012-12-01,COL,"coal, excluding waste coal",133296.89432,thousand megawatthours,2012,12
2012-12-01,HYC,conventional hydroelectric,22984.35228,thousand megawatthours,2012,12
2012-12-01,ALL,all fuels,334634.74915,thousand megawatthours,2012,12
2012-12-01,WND,wind,14523.51758,thousand megawatthours,2012,12
2012-12-01,SUN,solar,348.77212,thousand megawatthours,2012,12
2012-12-01,NUC,nuclear,68583.669,thousand megawatthours,2012,12
2012-11-01,SUN,solar,347.27595,thousand megawatthours,2012,11
2012-11-01,NUC,nuclear,56712.757,thousand megawatthours,2012,11
2012-11-01,NG,natural gas,80169.46107,thousand megawatthours,2012,11
2012-11-01,HYC,conventional hydroelectric,18733.31916,thousand megawatthours,2012,11
2012-11-01,COL,"coal, excluding waste coal",127787.33571,thousand megawatthours,2012,11
2012-11-01,ALL,all fuels,305975.85101,thousand megawatthours,2012,11
2012-11-01,WND,wind,11648.4968,thousand megawatthours,2012,11
2012-10-01,SUN,solar,431.42698,thousand megawatthours,2012,10
2012-10-01,NUC,nuclear,59743.218,thousand megawatthours,2012,10
2012-10-01,NG,natural gas,91725.37056,thousand megawatthours,2012,10
2012-10-01,HYC,conventional hydroelectric,16501.69662,thousand megawatthours,2012,10
2012-10-01,COL,"coal, excluding waste coal",120343.13446,thousand megawatthours,2012,10
2012-10-01,ALL,all fuels,311651.9307,thousand megawatthours,2012,10
2012-10-01,WND,wind,12635.90112,thousand megawatthours,2012,10
2012-09-01,ALL,all fuels,334585.56266,thousand megawatthours,2012,9
2012-09-01,SUN,solar,458.10265,thousand megawatthours,2012,9
2012-09-01,NUC,nuclear,64510.882,thousand megawatthours,2012,9
2012-09-01,NG,natural gas,108012.30069,thousand megawatthours,2012,9
2012-09-01,WND,wind,8789.86546,thousand megawatthours,2012,9
2012-09-01,HYC,conventional hydroelectric,17603.96419,thousand megawatthours,2012,9
2012-09-01,COL,"coal, excluding waste coal",124819.99602,thousand megawatthours,2012,9
2012-08-01,ALL,all fuels,395699.74917,thousand megawatthours,2012,8
2012-08-01,WND,wind,8469.41899,thousand megawatthours,2012,8
2012-08-01,SUN,solar,461.41088,thousand megawatthours,2012,8
2012-08-01,NUC,nuclear,69602.111,thousand megawatthours,2012,8
2012-08-01,NG,natural gas,131735.86442,thousand megawatthours,2012,8
2012-08-01,HYC,conventional hydroelectric,23033.72581,thousand megawatthours,2012,8
2012-08-01,COL,"coal, excluding waste coal",151278.5905,thousand megawatthours,2012,8
2012-07-01,ALL,all fuels,414641.21748,thousand megawatthours,2012,7
2012-07-01,WND,wind,8823.083,thousand megawatthours,2012,7
2012-07-01,SUN,solar,509.51028,thousand megawatthours,2012,7
2012-07-01,NUC,nuclear,69129.329,thousand megawatthours,2012,7
2012-07-01,NG,natural gas,138862.84998,thousand megawatthours,2012,7
2012-07-01,HYC,conventional hydroelectric,26491.04579,thousand megawatthours,2012,7
2012-07-01,COL,"coal, excluding waste coal",159512.6087,thousand megawatthours,2012,7
2012-06-01,SUN,solar,527.06764,thousand megawatthours,2012,6
2012-06-01,NUC,nuclear,65140.085,thousand megawatthours,2012,6
2012-06-01,NG,natural gas,115597.50323,thousand megawatthours,2012,6
2012-06-01,HYC,conventional hydroelectric,26657.66222,thousand megawatthours,2012,6
2012-06-01,COL,"coal, excluding waste coal",130484.83463,thousand megawatthours,2012,6
2012-06-01,ALL,all fuels,360825.3809,thousand megawatthours,2012,6
2012-06-01,WND,wind,11972.15949,thousand megawatthours,2012,6
2012-05-01,NG,natural gas,107351.81228,thousand megawatthours,2012,5
2012-05-01,HYC,conventional hydroelectric,28641.31224,thousand megawatthours,2012,5
2012-05-01,COL,"coal, excluding waste coal",115214.6725,thousand megawatthours,2012,5
2012-05-01,ALL,all fuels,336516.15597,thousand megawatthours,2012,5
2012-05-01,WND,wind,12540.32427,thousand megawatthours,2012,5
2012-05-01,SUN,solar,462.59684,thousand megawatthours,2012,5
2012-05-01,NUC,nuclear,62081.445,thousand megawatthours,2012,5
2012-04-01,ALL,all fuels,295229.20493,thousand megawatthours,2012,4
2012-04-01,WND,wind,12709.03261,thousand megawatthours,2012,4
2012-04-01,SUN,solar,318.72331,thousand megawatthours,2012,4
2012-04-01,NUC,nuclear,55870.931,thousand megawatthours,2012,4
2012-04-01,NG,natural gas,94828.59637,thousand megawatthours,2012,4
2012-04-01,HYC,conventional hydroelectric,26295.39842,thousand megawatthours,2012,4
2012-04-01,COL,"coal, excluding waste coal",95727.6483,thousand megawatthours,2012,4
2012-03-01,SUN,solar,231.22839,thousand megawatthours,2012,3
2012-03-01,NUC,nuclear,61728.613,thousand megawatthours,2012,3
2012-03-01,NG,natural gas,92250.65327,thousand megawatthours,2012,3
2012-03-01,HYC,conventional hydroelectric,25906.63425,thousand megawatthours,2012,3
2012-03-01,COL,"coal, excluding waste coal",104809.87294,thousand megawatthours,2012,3
2012-03-01,ALL,all fuels,309089.55207,thousand megawatthours,2012,3
2012-03-01,WND,wind,14027.34496,thousand megawatthours,2012,3
2012-02-01,ALL,all fuels,309389.43252,thousand megawatthours,2012,2
2012-02-01,WND,wind,11051.71417,thousand megawatthours,2012,2
2012-02-01,SUN,solar,135.24034,thousand megawatthours,2012,2
2012-02-01,NUC,nuclear,63847.023,thousand megawatthours,2012,2
2012-02-01,NG,natural gas,90609.78234,thousand megawatthours,2012,2
2012-02-01,HYC,conventional hydroelectric,20283.9644,thousand megawatthours,2012,2
2012-02-01,COL,"coal, excluding waste coal",113065.12202,thousand megawatthours,2012,2
2012-01-01,HYC,conventional hydroelectric,23107.14392,thousand megawatthours,2012,1
2012-01-01,COL,"coal, excluding waste coal",128099.66254,thousand megawatthours,2012,1
2012-01-01,ALL,all fuels,339526.48011,thousand megawatthours,2012,1
2012-01-01,WND,wind,13630.85627,thousand megawatthours,2012,1
2012-01-01,SUN,solar,95.31986,thousand megawatthours,2012,1
2012-01-01,NUC,nuclear,72381.186,thousand megawatthours,2012,1
2012-01-01,NG,natural gas,90760.88378,thousand megawatthours,2012,1
2011-12-01,HYC,conventional hydroelectric,23731.94371,thousand megawatthours,2011,12
2011-12-01,COL,"coal, excluding waste coal",131995.5346,thousand megawatthours,2011,12
2011-12-01,ALL,all fuels,335740.46276,thousand megawatthours,2011,12
2011-12-01,WND,wind,10655.77473,thousand megawatthours,2011,12
2011-12-01,SUN,solar,120.6536,thousand megawatthours,2011,12
2011-12-01,NUC,nuclear,71837.372,thousand megawatthours,2011,12
2011-12-01,NG,natural gas,86121.62582,thousand megawatthours,2011,12
2011-11-01,SUN,solar,107.36985,thousand megawatthours,2011,11
